Unique ID,Plant Name,Plant Type,Winter Availability,Winter_Shoulder Availability,Summer Availability,Annual Availability
4043_G_4,Appleton,Hydro,0.72,0.72,0.81,0.76
4043_G_5,Appleton,Hydro,0.72,0.72,0.81,0.76
4043_G_6,Appleton,Hydro,0.72,0.72,0.81,0.76
4044_G_1,Oconto Falls Upper,Hydro,0.72,0.72,0.81,0.76
4044_G_2,Oconto Falls Upper,Hydro,0.72,0.72,0.81,0.76
4044_G_3,Oconto Falls Upper,Hydro,0.72,0.72,0.81,0.76
4045_G_1,Pine,Hydro,0.72,0.72,0.81,0.76
4045_G_2,Pine,Hydro,0.72,0.72,0.81,0.76
4046_G_1,Point Beach Nuclear Plant,Nuclear,0.92,0.92,0.98,0.95
4046_G_2,Point Beach Nuclear Plant,Nuclear,0.91,0.91,0.97,0.93
4046_G_5,Point Beach Nuclear Plant,Combustion Turbine,0.86,0.86,0.89,0.88
4053_G_2,Kilbourn,Hydro,0.72,0.72,0.81,0.76
4053_G_HC1,Kilbourn,Hydro,0.72,0.72,0.81,0.76
4053_G_HC5,Kilbourn,Hydro,0.72,0.72,0.81,0.76
4053_G_HC6,Kilbourn,Hydro,0.72,0.72,0.81,0.76
4056_G_1,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_2,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_3,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_4,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_5,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_6,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_7,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4056_G_8,Prairie Du Sac,Hydro,0.72,0.72,0.81,0.76
4060_G_1,Alexander,Hydro,0.72,0.72,0.81,0.76
4060_G_2,Alexander,Hydro,0.72,0.72,0.81,0.76
4060_G_3,Alexander,Hydro,0.72,0.72,0.81,0.76
4061_G_1,Caldron Falls,Hydro,0.72,0.72,0.81,0.76
4061_G_2,Caldron Falls,Hydro,0.72,0.72,0.81,0.76
4063_G_1,Grandfather Falls,Hydro,0.72,0.72,0.81,0.76
4063_G_2,Grandfather Falls,Hydro,0.72,0.72,0.81,0.76
4064_G_1,Hat Rapids,Hydro,0.72,0.72,0.81,0.76
4064_G_2A,Hat Rapids,Hydro,0.72,0.72,0.81,0.76
4064_G_3A,Hat Rapids,Hydro,0.72,0.72,0.81,0.76
4065_G_1,High Falls (WI),Hydro,0.72,0.72,0.81,0.76
4065_G_2,High Falls (WI),Hydro,0.72,0.72,0.81,0.76
4065_G_3,High Falls (WI),Hydro,0.72,0.72,0.81,0.76
4065_G_4,High Falls (WI),Hydro,0.72,0.72,0.81,0.76
4065_G_5,High Falls (WI),Hydro,0.72,0.72,0.81,0.76
4067_G_1,Johnson Falls,Hydro,0.72,0.72,0.81,0.76
4067_G_2,Johnson Falls,Hydro,0.72,0.72,0.81,0.76
4068_G_1,Merrill,Hydro,0.72,0.72,0.81,0.76
4068_G_2,Merrill,Hydro,0.72,0.72,0.81,0.76
4068_G_3,Merrill,Hydro,0.72,0.72,0.81,0.76
407_G_1,Upper Gorge,Hydro,0.79,0.79,0.89,0.83
4071_G_1,Potato Rapids,Hydro,0.72,0.72,0.81,0.76
4071_G_2,Potato Rapids,Hydro,0.72,0.72,0.81,0.76
4071_G_3,Potato Rapids,Hydro,0.72,0.72,0.81,0.76
4072_G_31,Pulliam,Combustion Turbine,0.85,0.85,0.91,0.88
4074_G_1,Sandstone Rapids,Hydro,0.72,0.72,0.81,0.76
4074_G_2,Sandstone Rapids,Hydro,0.72,0.72,0.81,0.76
4075_G_1,Tomahawk,Hydro,0.72,0.72,0.81,0.76
4075_G_2,Tomahawk,Hydro,0.72,0.72,0.81,0.76
4076_G_31,West Marinette,Combustion Turbine,0.85,0.85,0.90,0.87
4076_G_32,West Marinette,Combustion Turbine,0.85,0.85,0.90,0.87
4076_G_33,West Marinette,Combustion Turbine,0.85,0.85,0.90,0.87
4077_G_1,Wausau,Hydro,0.72,0.72,0.81,0.76
4077_G_2,Wausau,Hydro,0.72,0.72,0.81,0.76
4077_G_3,Wausau,Hydro,0.72,0.72,0.81,0.76
4078_G_31,Weston,Combustion Turbine,0.86,0.86,0.89,0.88
4078_G_32,Weston,Combustion Turbine,0.86,0.86,0.89,0.88
4079_G_1,Castle Rock,Hydro,0.72,0.72,0.81,0.76
4079_G_2,Castle Rock,Hydro,0.72,0.72,0.81,0.76
4079_G_3,Castle Rock,Hydro,0.72,0.72,0.81,0.76
4079_G_4,Castle Rock,Hydro,0.72,0.72,0.81,0.76
4079_G_5,Castle Rock,Hydro,0.72,0.72,0.81,0.76
408_G_5,Valley (CA),Combustion Turbine,0.85,0.85,0.90,0.87
408_G_6,Valley (CA),Combined Cycle,0.81,0.81,0.90,0.85
408_G_7,Valley (CA),Combined Cycle,0.81,0.81,0.90,0.85
408_G_8,Valley (CA),Combined Cycle,0.81,0.81,0.90,0.85
4080_G_1,Petenwell,Hydro,0.72,0.72,0.81,0.76
4080_G_2,Petenwell,Hydro,0.72,0.72,0.81,0.76
4080_G_3,Petenwell,Hydro,0.72,0.72,0.81,0.76
4080_G_4,Petenwell,Hydro,0.72,0.72,0.81,0.76
409_G_1,Exchequer,Hydro,0.79,0.79,0.89,0.83
410_G_1,McSwain,Hydro,0.72,0.72,0.81,0.76
4100_G_1,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_10,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_2,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_3,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_4,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_5,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_6,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_7,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_8,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4100_G_9,Arcadia Electric,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_1A,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_2A,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_3A,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_4,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_8,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_9,Barron,Combustion Turbine,0.90,0.90,0.92,0.91
4102_G_H2,Barron,Hydro,0.72,0.72,0.81,0.76
4107_G_3,Cashton,Combustion Turbine,0.90,0.90,0.92,0.91
4107_G_5,Cashton,Combustion Turbine,0.90,0.90,0.92,0.91
4107_G_6,Cashton,Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_1,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_2,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_3,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_4,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_5,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_6,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_7,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4112_G_8,Cumberland (WI),Combustion Turbine,0.90,0.90,0.92,0.91
4113_G_1A,Elroy,Combustion Turbine,0.90,0.90,0.92,0.91
4113_G_2A,Elroy,Combustion Turbine,0.90,0.90,0.92,0.91
4113_G_5,Elroy,Combustion Turbine,0.90,0.90,0.92,0.91
4114_G_4,Fennimore,Combustion Turbine,0.90,0.90,0.92,0.91
4114_G_5,Fennimore,Combustion Turbine,0.90,0.90,0.92,0.91
4114_G_6,Fennimore,Combustion Turbine,0.90,0.90,0.92,0.91
4114_G_7,Fennimore,Combustion Turbine,0.90,0.90,0.92,0.91
4114_G_8,Fennimore,Combustion Turbine,0.90,0.90,0.92,0.91
4118_G_GT1,Kaukauna Gas Turbine,Combustion Turbine,0.86,0.86,0.89,0.88
4119_G_1,Little Chute,Hydro,0.72,0.72,0.81,0.76
4119_G_2,Little Chute,Hydro,0.72,0.72,0.81,0.76
4119_G_3,Little Chute,Hydro,0.72,0.72,0.81,0.76
412_G_2P,Chicago Park,Hydro,0.79,0.79,0.89,0.83
4120_G_3,New Badger,Hydro,0.72,0.72,0.81,0.76
4120_G_4,New Badger,Hydro,0.72,0.72,0.81,0.76
4122_G_1,Rapide Croche,Hydro,0.72,0.72,0.81,0.76
4122_G_2,Rapide Croche,Hydro,0.72,0.72,0.81,0.76
4122_G_3,Rapide Croche,Hydro,0.72,0.72,0.81,0.76
4122_G_4,Rapide Croche,Hydro,0.72,0.72,0.81,0.76
4124_G_2A,La Farge,Combustion Turbine,0.90,0.90,0.92,0.91
413_G_3P,Dutch Flat 2,Hydro,0.72,0.72,0.81,0.76
4130_G_2,New Lisbon,Combustion Turbine,0.90,0.90,0.92,0.91
4130_G_5,New Lisbon,Combustion Turbine,0.90,0.90,0.92,0.91
4130_G_6,New Lisbon,Combustion Turbine,0.90,0.90,0.92,0.91
4130_G_7,New Lisbon,Combustion Turbine,0.90,0.90,0.92,0.91
4139_G_3,Viola,Combustion Turbine,0.90,0.90,0.92,0.91
414_G_1,Beardsley,Hydro,0.72,0.72,0.81,0.76
4142_G_1,Flambeau Hydroelectric Station,Hydro,0.72,0.72,0.81,0.76
4142_G_2,Flambeau Hydroelectric Station,Hydro,0.72,0.72,0.81,0.76
4142_G_3,Flambeau Hydroelectric Station,Hydro,0.72,0.72,0.81,0.76
4147_G_1,Stiles,Hydro,0.72,0.72,0.81,0.76
4147_G_2,Stiles,Hydro,0.72,0.72,0.81,0.76
4148_G_2,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_3,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_4,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_5,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_6,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_7,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
4148_G_8,Washington Island,Combustion Turbine,0.90,0.90,0.92,0.91
415_G_H1,Donnells,Hydro,0.79,0.79,0.89,0.83
416_G_1,Tulloch,Hydro,0.73,0.73,0.82,0.77
416_G_2,Tulloch,Hydro,0.73,0.73,0.82,0.77
416_G_3,Tulloch,Hydro,0.73,0.73,0.82,0.77
417_G_1,Forbestown,Hydro,0.79,0.79,0.89,0.83
4176_G_1,Fremont Canyon,Hydro,0.74,0.74,0.83,0.78
4176_G_2,Fremont Canyon,Hydro,0.74,0.74,0.83,0.78
4177_G_1,Glendo,Hydro,0.74,0.74,0.83,0.78
4177_G_2,Glendo,Hydro,0.74,0.74,0.83,0.78
4178_G_1,Guernsey,Hydro,0.74,0.74,0.83,0.78
4178_G_2,Guernsey,Hydro,0.74,0.74,0.83,0.78
418_G_1,Kelly Ridge,Hydro,0.72,0.72,0.81,0.76
4180_G_1,Kortes,Hydro,0.74,0.74,0.83,0.78
4180_G_2,Kortes,Hydro,0.74,0.74,0.83,0.78
4180_G_3,Kortes,Hydro,0.74,0.74,0.83,0.78
4182_G_1,Seminoe,Hydro,0.74,0.74,0.83,0.78
4182_G_2,Seminoe,Hydro,0.74,0.74,0.83,0.78
4182_G_3,Seminoe,Hydro,0.74,0.74,0.83,0.78
4183_G_1,Shoshone (WY),Hydro,0.74,0.74,0.83,0.78
4185_G_1,Fontenelle,Hydro,0.72,0.72,0.81,0.76
419_G_1,Woodleaf,Hydro,0.79,0.79,0.89,0.83
4195_G_EP,Powerlane Plant,Combustion Turbine,0.90,0.90,0.92,0.91
4195_G_EP2,Powerlane Plant,Combustion Turbine,0.90,0.90,0.92,0.91
4195_G_EP3,Powerlane Plant,Combustion Turbine,0.90,0.90,0.92,0.91
4201_G_HC1,Combined Locks,Hydro,0.72,0.72,0.81,0.76
4201_G_HC2,Combined Locks,Hydro,0.72,0.72,0.81,0.76
4204_G_HY1,Island Park,Hydro,0.78,0.78,0.87,0.82
4204_G_HY2,Island Park,Hydro,0.78,0.78,0.87,0.82
4213_G_1,PHP 1,Hydro,0.94,0.78,0.78,0.82
4214_G_2,PHP 2,Hydro,0.94,0.78,0.78,0.82
422_G_GT1,Glenarm,Combustion Turbine,0.85,0.85,0.90,0.87
422_G_GT2,Glenarm,Combustion Turbine,0.85,0.85,0.90,0.87
422_G_GT3,Glenarm,Combustion Turbine,0.85,0.85,0.90,0.87
422_G_GT4,Glenarm,Combustion Turbine,0.85,0.85,0.90,0.87
422_G_GT5,Glenarm,Combined Cycle,0.81,0.81,0.90,0.85
422_G_ST1,Glenarm,Combined Cycle,0.81,0.81,0.90,0.85
424_G_1,French Meadows,Hydro,0.72,0.72,0.81,0.76
425_G_1,Middle Fork,Hydro,0.79,0.79,0.89,0.83
425_G_2,Middle Fork,Hydro,0.79,0.79,0.89,0.83
4251_G_1,Logan City,Combustion Turbine,0.86,0.86,0.89,0.88
4251_G_2,Logan City,Combustion Turbine,0.86,0.86,0.89,0.88
4251_G_3,Logan City,Combustion Turbine,0.86,0.86,0.89,0.88
4256_G_1,Walnut,Combustion Turbine,0.85,0.85,0.90,0.87
4256_G_2,Walnut,Combustion Turbine,0.85,0.85,0.90,0.87
4257_G_201,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4257_G_202,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4257_G_203,Easton 2,Combustion Turbine,0.86,0.86,0.89,0.88
4257_G_204,Easton 2,Combustion Turbine,0.86,0.86,0.89,0.88
4257_G_21,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4257_G_22,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4257_G_23,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4257_G_24,Easton 2,Combustion Turbine,0.90,0.90,0.92,0.91
4258_G_1,Greenup Hydro,Hydro,0.72,0.72,0.81,0.76
4258_G_2,Greenup Hydro,Hydro,0.72,0.72,0.81,0.76
4258_G_3,Greenup Hydro,Hydro,0.72,0.72,0.81,0.76
426_G_1,Oxbow (CA),Hydro,0.72,0.72,0.81,0.76
4263_G_3,Echo Dam,Hydro,0.77,0.77,0.86,0.81
4263_G_NA1,Echo Dam,Hydro,0.77,0.77,0.86,0.81
4263_G_NA2,Echo Dam,Hydro,0.77,0.77,0.86,0.81
427_G_1,Ralston,Hydro,0.79,0.79,0.89,0.83
4270_G_3,Waterford 3,Nuclear,0.88,0.88,0.93,0.90
428_G_1,Parker,Hydro,0.73,0.73,0.82,0.77
430_G_H1,Camino,Hydro,0.79,0.79,0.89,0.83
430_G_H2,Camino,Hydro,0.79,0.79,0.89,0.83
431_G_H1,Jaybird,Hydro,0.79,0.79,0.89,0.83
431_G_H2,Jaybird,Hydro,0.79,0.79,0.89,0.83
432_G_H1,Loon Lake,Hydro,0.79,0.79,0.89,0.83
433_G_1,Robbs Peak,Hydro,0.72,0.72,0.81,0.76
435_G_H1,White Rock/Slab Creek,Hydro,0.79,0.79,0.89,0.83
435_G_H2,White Rock/Slab Creek,Hydro,0.79,0.79,0.89,0.83
435_G_H3,White Rock/Slab Creek,Hydro,0.72,0.72,0.81,0.76
436_G_1,Devil Canyon,Hydro,0.79,0.79,0.89,0.83
436_G_2,Devil Canyon,Hydro,0.79,0.79,0.89,0.83
436_G_3,Devil Canyon,Hydro,0.79,0.79,0.89,0.83
436_G_4,Devil Canyon,Hydro,0.79,0.79,0.89,0.83
437_G_1,Edward C Hyatt,Hydro,0.79,0.79,0.89,0.83
437_G_2,Edward C Hyatt,Pumped Storage,0.78,0.78,0.88,0.82
437_G_3,Edward C Hyatt,Hydro,0.79,0.79,0.89,0.83
437_G_4,Edward C Hyatt,Pumped Storage,0.78,0.78,0.88,0.82
437_G_5,Edward C Hyatt,Hydro,0.79,0.79,0.89,0.83
437_G_6,Edward C Hyatt,Pumped Storage,0.78,0.78,0.88,0.82
439_G_1,Don Pedro,Hydro,0.79,0.79,0.89,0.83
439_G_2,Don Pedro,Hydro,0.79,0.79,0.89,0.83
439_G_3,Don Pedro,Hydro,0.79,0.79,0.89,0.83
439_G_4,Don Pedro,Hydro,0.79,0.79,0.89,0.83
440_G_1,La Grange,Hydro,0.72,0.72,0.81,0.76
440_G_2,La Grange,Hydro,0.72,0.72,0.81,0.76
441_G_1,Folsom,Hydro,0.79,0.79,0.89,0.83
441_G_2,Folsom,Hydro,0.79,0.79,0.89,0.83
441_G_3,Folsom,Hydro,0.79,0.79,0.89,0.83
442_G_1,Judge F Carr,Hydro,0.79,0.79,0.89,0.83
442_G_2,Judge F Carr,Hydro,0.79,0.79,0.89,0.83
443_G_1,Keswick,Hydro,0.79,0.79,0.89,0.83
443_G_2,Keswick,Hydro,0.79,0.79,0.89,0.83
443_G_3,Keswick,Hydro,0.79,0.79,0.89,0.83
444_G_1,Nimbus,Hydro,0.73,0.73,0.82,0.77
444_G_2,Nimbus,Hydro,0.73,0.73,0.82,0.77
445_G_1,Shasta,Hydro,0.79,0.79,0.89,0.83
445_G_2,Shasta,Hydro,0.79,0.79,0.89,0.83
445_G_3,Shasta,Hydro,0.79,0.79,0.89,0.83
445_G_4,Shasta,Hydro,0.79,0.79,0.89,0.83
445_G_5,Shasta,Hydro,0.79,0.79,0.89,0.83
445_G_S1,Shasta,Hydro,0.72,0.72,0.81,0.76
445_G_S2,Shasta,Hydro,0.72,0.72,0.81,0.76
446_G_1,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
446_G_2,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
446_G_3,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
446_G_4,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
446_G_5,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
446_G_6,ONeill,Pumped Storage,0.78,0.78,0.88,0.82
447_G_1,Parker Dam,Hydro,0.79,0.79,0.89,0.83
447_G_2,Parker Dam,Hydro,0.79,0.79,0.89,0.83
447_G_3,Parker Dam,Hydro,0.79,0.79,0.89,0.83
447_G_4,Parker Dam,Hydro,0.79,0.79,0.89,0.83
448_G_1,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_2,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_3,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_4,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_5,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_6,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_7,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
448_G_8,W R Gianelli,Pumped Storage,0.78,0.78,0.88,0.82
450_G_1,Spring Creek,Hydro,0.79,0.79,0.89,0.83
450_G_2,Spring Creek,Hydro,0.79,0.79,0.89,0.83
451_G_1,Trinity,Hydro,0.79,0.79,0.89,0.83
451_G_2,Trinity,Hydro,0.79,0.79,0.89,0.83
454_G_1,Colgate,Hydro,0.79,0.79,0.89,0.83
454_G_2,Colgate,Hydro,0.79,0.79,0.89,0.83
455_G_1,Narrows 2,Hydro,0.79,0.79,0.89,0.83
457_G_HC1,Bear Valley,Hydro,0.72,0.72,0.81,0.76
457_G_HC2,Bear Valley,Hydro,0.72,0.72,0.81,0.76
46_G_1,Browns Ferry,Nuclear,0.88,0.88,0.93,0.90
46_G_2,Browns Ferry,Nuclear,0.90,0.90,0.96,0.93
46_G_3,Browns Ferry,Nuclear,0.87,0.87,0.93,0.89
460_G_IC1,Pueblo,Combustion Turbine,0.90,0.90,0.92,0.91
460_G_IC3,Pueblo,Combustion Turbine,0.90,0.90,0.92,0.91
460_G_IC4,Pueblo,Combustion Turbine,0.90,0.90,0.92,0.91
460_G_IC5,Pueblo,Combustion Turbine,0.90,0.90,0.92,0.91
466_G_1A,Boulder Canyon Hydro,Hydro,0.72,0.72,0.81,0.76
467_G_A,Cabin Creek,Pumped Storage,0.78,0.78,0.88,0.82
467_G_B,Cabin Creek,Pumped Storage,0.78,0.78,0.88,0.82
469_G_5,Cherokee,Combined Cycle,0.81,0.81,0.90,0.85
469_G_6,Cherokee,Combined Cycle,0.81,0.81,0.90,0.85
469_G_7,Cherokee,Combined Cycle,0.81,0.81,0.90,0.85
47_G_GT1,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT2,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT3,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT4,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT5,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT6,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT7,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
47_G_GT8,Colbert,Combustion Turbine,0.85,0.85,0.90,0.87
472_G_1,Georgetown Hydro,Hydro,0.77,0.77,0.86,0.81
472_G_2,Georgetown Hydro,Hydro,0.77,0.77,0.86,0.81
476_G_A,Shoshone (CO),Hydro,0.76,0.76,0.85,0.80
476_G_B,Shoshone (CO),Hydro,0.76,0.76,0.85,0.80
479_G_1,Temescal,Hydro,0.72,0.72,0.81,0.76
48_G_1,Guntersville,Hydro,0.79,0.79,0.89,0.83
48_G_2,Guntersville,Hydro,0.79,0.79,0.89,0.83
48_G_3,Guntersville,Hydro,0.79,0.79,0.89,0.83
48_G_4,Guntersville,Hydro,0.79,0.79,0.89,0.83
480_G_1,Corona,Hydro,0.72,0.72,0.81,0.76
481_G_1,Perris,Hydro,0.72,0.72,0.81,0.76
482_G_1,Rio Hondo,Hydro,0.72,0.72,0.81,0.76
483_G_1,Coyote Creek,Hydro,0.72,0.72,0.81,0.76
484_G_1,Red Mountain,Hydro,0.72,0.72,0.81,0.76
487_G_1,Valley View,Hydro,0.72,0.72,0.81,0.76
489_G_1,Upper Dawson,Hydro,0.73,0.73,0.82,0.77
49_G_1,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_10,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_11,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_2,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_3,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_4,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_5,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_6,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_7,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_8,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
49_G_9,Wheeler Dam,Hydro,0.79,0.79,0.89,0.83
4937_G_CT-1,Thomas C Ferguson,Combined Cycle,0.81,0.81,0.90,0.85
4937_G_CT-2,Thomas C Ferguson,Combined Cycle,0.81,0.81,0.90,0.85
4937_G_STG,Thomas C Ferguson,Combined Cycle,0.81,0.81,0.90,0.85
4939_G_2,Barney M Davis,Combined Cycle,0.81,0.81,0.90,0.85
4939_G_3,Barney M Davis,Combined Cycle,0.81,0.81,0.90,0.85
4939_G_4,Barney M Davis,Combined Cycle,0.81,0.81,0.90,0.85
494_G_1,Manitou Springs,Hydro,0.76,0.76,0.85,0.80
494_G_2,Manitou Springs,Hydro,0.76,0.76,0.85,0.80
494_G_3,Manitou Springs,Hydro,0.72,0.72,0.81,0.76
4940_G_3,Riverside (OK),Combustion Turbine,0.85,0.85,0.91,0.88
4940_G_4,Riverside (OK),Combustion Turbine,0.85,0.85,0.91,0.88
4940_G_IC1,Riverside (OK),Combustion Turbine,0.90,0.90,0.92,0.91
495_G_1,Ruxton Park,Hydro,0.76,0.76,0.85,0.80
50002_G_GEN1,Pittsfield Generating LP,Combined Cycle,0.81,0.81,0.90,0.85
50002_G_GEN2,Pittsfield Generating LP,Combined Cycle,0.81,0.81,0.90,0.85
50002_G_GEN3,Pittsfield Generating LP,Combined Cycle,0.81,0.81,0.90,0.85
50002_G_GEN4,Pittsfield Generating LP,Combined Cycle,0.81,0.81,0.90,0.85
50003_G_GEN1,Chalk Cliff Limited,Combustion Turbine,0.85,0.85,0.90,0.87
50006_G_GTG1,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_GTG2,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_GTG3,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_GTG4,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_GTG5,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_GTG6,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_STG1,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_STG2,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50006_G_STG3,Linden Cogen Plant,Combined Cycle,0.81,0.81,0.90,0.85
50010_G_GEN1,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN2,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN3,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN4,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN5,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN6,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN7,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50010_G_GEN8,Glen Ferris Hydro,Hydro,0.72,0.72,0.81,0.76
50011_G_GEN1,Hawks Nest Hydro,Hydro,0.72,0.72,0.81,0.76
50011_G_GEN2,Hawks Nest Hydro,Hydro,0.72,0.72,0.81,0.76
50011_G_GEN3,Hawks Nest Hydro,Hydro,0.72,0.72,0.81,0.76
50011_G_GEN4,Hawks Nest Hydro,Hydro,0.72,0.72,0.81,0.76
50028_G_GEN7,Plant 31 Paper Mill,Combustion Turbine,0.85,0.85,0.90,0.87
50031_G_3983,Mt Ida Hydroelectric,Hydro,0.72,0.72,0.81,0.76
50031_G_3986,Mt Ida Hydroelectric,Hydro,0.72,0.72,0.81,0.76
50034_G_GEN1,Valley Falls Hydroelectric Facility,Hydro,0.72,0.72,0.81,0.76
50035_G_ST1,MMWAC Resource Recovery Facility,Municipal Solid Waste,0.90,0.90,0.90,0.90
50036_G_UNT1,New Martinsville Hannibal Hydro,Hydro,0.87,0.72,0.72,0.76
50036_G_UNT2,New Martinsville Hannibal Hydro,Hydro,0.87,0.72,0.72,0.76
50037_G_UNT1,Rio Bravo Hydro Project,Hydro,0.73,0.73,0.82,0.77
50037_G_UNT2,Rio Bravo Hydro Project,Hydro,0.73,0.73,0.82,0.77
50043_G_GT1,Houston Chemical Complex Battleground,Combined Cycle,0.81,0.81,0.90,0.85
50043_G_GT2,Houston Chemical Complex Battleground,Combined Cycle,0.81,0.81,0.90,0.85
50043_G_GT3,Houston Chemical Complex Battleground,Combined Cycle,0.81,0.81,0.90,0.85
50043_G_ST,Houston Chemical Complex Battleground,Combined Cycle,0.81,0.81,0.90,0.85
50047_G_GEN1,International Paper Jay Hydro,Hydro,0.72,0.72,0.81,0.76
