Unique ID,Plant Name,Plant Type,Winter Availability,Winter_Shoulder Availability,Summer Availability,Annual Availability
56504_G_1,Municipal Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56504_G_2,Municipal Power Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56505_G_SN01,Jonesboro City Water & Light Plant,Combustion Turbine,0.86,0.86,0.90,0.87
56505_G_SN02,Jonesboro City Water & Light Plant,Combustion Turbine,0.86,0.86,0.90,0.87
56505_G_SN04,Jonesboro City Water & Light Plant,Combustion Turbine,0.85,0.85,0.90,0.87
56505_G_SN06,Jonesboro City Water & Light Plant,Combustion Turbine,0.85,0.85,0.90,0.87
56505_G_SN07,Jonesboro City Water & Light Plant,Combustion Turbine,0.85,0.85,0.90,0.87
56506_G_SCW,Scurry County Wind LP,Onshore Wind,0.95,0.95,0.95,0.95
56509_G_1,Tesoro SLC Cogeneration Plant,Combustion Turbine,0.86,0.86,0.89,0.88
56509_G_2,Tesoro SLC Cogeneration Plant,Combustion Turbine,0.86,0.86,0.89,0.88
56510_G_GEN2,Frey Farm Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56511_G_GEN1,Pennsauken Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56511_G_GEN2,Pennsauken Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56512_G_GEN1,GLRA Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56512_G_GEN2,GLRA Landfill,Landfill Gas,0.90,0.90,0.90,0.90
56513_G_CGE,Whitemarsh Central Utility Plant,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G01,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G02,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G03,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G04,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G05,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G06,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G07,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G08,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G09,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G10,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G11,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G12,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G13,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56516_G_2G14,Plains End II LLC,Combustion Turbine,0.90,0.90,0.92,0.91
56517_G_East,West Diesel Generation Unit,Combustion Turbine,0.90,0.90,0.92,0.91
56517_G_West,West Diesel Generation Unit,Combustion Turbine,0.90,0.90,0.92,0.91
56518_G_GT1,South Energy Center,Combustion Turbine,0.86,0.86,0.89,0.88
56518_G_REG1,South Energy Center,Combustion Turbine,0.90,0.90,0.92,0.91
56519_G_1,Salem Electric Department,Combustion Turbine,0.90,0.90,0.92,0.91
56520_G_GEN1,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN2,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN3,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN4,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN5,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN6,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN7,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56520_G_GEN8,Deertrack Park Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56521_G_GEN1,Lake Mills Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56521_G_GEN2,Lake Mills Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56521_G_GEN3,Lake Mills Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56521_G_GEN4,Lake Mills Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56521_G_GEN5,Lake Mills Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN1,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN2,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN3,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN4,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN5,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56522_G_GEN6,Springhill Gas Recovery Plant,Landfill Gas,0.90,0.90,0.90,0.90
56523_G_GEN1,Two Pine Landfill Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56523_G_GEN2,Two Pine Landfill Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56523_G_GEN3,Two Pine Landfill Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56523_G_GEN4,Two Pine Landfill Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56523_G_GEN5,Two Pine Landfill Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56524_G_GEN1,Austin Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56524_G_GEN2,Austin Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56524_G_GEN3,Austin Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56525_G_GEN1,Timberline Trail Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56525_G_GEN2,Timberline Trail Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56525_G_GEN3,Timberline Trail Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56525_G_GEN4,Timberline Trail Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56525_G_GEN5,Timberline Trail Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN1,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN2,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN3,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN4,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN5,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN6,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN7,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56526_G_GEN8,Chaffee Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56527_G_GEN1,Fitchburg Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56527_G_GEN2,Fitchburg Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56527_G_GEN3,Fitchburg Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56529_G_GEN1,Five Oaks Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56529_G_GEN2,Five Oaks Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56529_G_GEN3,Five Oaks Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56529_G_GEN4,Five Oaks Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56530_G_GEN1,DADS Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56530_G_GEN2,DADS Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56530_G_GEN3,DADS Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56530_G_GEN4,DADS Gas Recovery,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN1,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN2,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN3,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN4,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN5,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56531_G_GEN6,Waste Management Bethel LFGTE,Landfill Gas,0.90,0.90,0.90,0.90
56532_G_A,Colusa Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56532_G_B,Colusa Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56532_G_C,Colusa Generating Station,Combined Cycle,0.81,0.81,0.90,0.85
56536_G_1,Cow Branch,Onshore Wind,0.95,0.95,0.95,0.95
56537_G_1,Conception,Onshore Wind,0.95,0.95,0.95,0.95
56538_G_1,Loess Hills,Onshore Wind,0.95,0.95,0.95,0.95
56540_G_GEN1,Galena 2 Geothermal Power Plant,Geothermal,0.87,0.87,0.87,0.87
56541_G_GEN1,Galena 3 Geothermal Power Plant,Geothermal,0.87,0.87,0.87,0.87
56541_G_GEN2,Galena 3 Geothermal Power Plant,Geothermal,0.87,0.87,0.87,0.87
56543_G_1,Eastridge Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56544_G_1,Windom Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56545_G_PPG1,Seneca City of,Combustion Turbine,0.90,0.90,0.92,0.91
56545_G_PPG2,Seneca City of,Combustion Turbine,0.90,0.90,0.92,0.91
56545_G_PPG3,Seneca City of,Combustion Turbine,0.90,0.90,0.92,0.91
56545_G_WPG1,Seneca City of,Combustion Turbine,0.90,0.90,0.92,0.91
56545_G_WPG2,Seneca City of,Combustion Turbine,0.90,0.90,0.92,0.91
56546_G_1,Cornelius Delivery No 1,Combustion Turbine,0.90,0.90,0.92,0.91
56547_G_1,Bostic Delivery No 2,Combustion Turbine,0.90,0.90,0.92,0.91
56548_G_1,Drexel Operations Center,Combustion Turbine,0.90,0.90,0.92,0.91
56549_G_1,Granite Falls Walmart,Combustion Turbine,0.90,0.90,0.92,0.91
56550_G_1,Huntersville Delivery No 2,Combustion Turbine,0.90,0.90,0.92,0.91
56551_G_1,Landis Delivery No 2,Combustion Turbine,0.90,0.90,0.92,0.91
56552_G_1,Statesville Delivery No 3,Combustion Turbine,0.90,0.90,0.92,0.91
56553_G_1234,Catawba River Pollution Control,Combustion Turbine,0.90,0.90,0.92,0.91
56554_G_Unit1,Salt Lake Energy Systems,Landfill Gas,0.90,0.90,0.90,0.90
56554_G_Unit2,Salt Lake Energy Systems,Landfill Gas,0.90,0.90,0.90,0.90
56554_G_Unit3,Salt Lake Energy Systems,Landfill Gas,0.90,0.90,0.90,0.90
56555_G_1,Bluegrass Ridge,Onshore Wind,0.95,0.95,0.95,0.95
56556_G_1,PPS Power Plant No 1,Combustion Turbine,0.85,0.85,0.91,0.88
56556_G_2,PPS Power Plant No 1,Combustion Turbine,0.85,0.85,0.91,0.88
56560_G_JDW4,Porterhouse Wind (4) LLC,Onshore Wind,0.95,0.95,0.95,0.95
56561_G_JDW5,Filet Wind (5) LLC,Onshore Wind,0.95,0.95,0.95,0.95
56562_G_JDW6,Tenderloin Wind (6) LLC,Onshore Wind,0.95,0.95,0.95,0.95
56563_G_GE,Peetz Table Wind Energy,Onshore Wind,0.95,0.95,0.95,0.95
56565_G_6A,J Lamar Stall Unit,Combined Cycle,0.81,0.81,0.90,0.85
56565_G_6B,J Lamar Stall Unit,Combined Cycle,0.81,0.81,0.90,0.85
56565_G_6STG,J Lamar Stall Unit,Combined Cycle,0.81,0.81,0.90,0.85
56568_G_NS1,Nellis Air Force Base Solar Array,Solar PV,0.90,0.90,0.90,0.90
56568_G_NS2,Nellis Air Force Base Solar Array,Solar PV,0.90,0.90,0.90,0.90
56568_G_NS3,Nellis Air Force Base Solar Array,Solar PV,0.90,0.90,0.90,0.90
56569_G_1,Niland Gas Turbine Plant,Combustion Turbine,0.85,0.85,0.90,0.87
56569_G_2,Niland Gas Turbine Plant,Combustion Turbine,0.85,0.85,0.90,0.87
56570_G_WGNS,Terra-Gen VG Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56571_G_1,Eastern Landfill Gas LLC,Landfill Gas,0.90,0.90,0.90,0.90
56571_G_2,Eastern Landfill Gas LLC,Landfill Gas,0.90,0.90,0.90,0.90
56571_G_3,Eastern Landfill Gas LLC,Landfill Gas,0.90,0.90,0.90,0.90
56573_G_2,FPL Energy Oliver Wind II LLC,Onshore Wind,0.95,0.95,0.95,0.95
56575_G_1,Steel Winds Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56577_G_1,Shane's Wind Machine,Onshore Wind,0.95,0.95,0.95,0.95
56578_G_1,Roadrunner I LLC,Onshore Wind,0.95,0.95,0.95,0.95
56579_G_1,Windy Dog I LLC,Onshore Wind,0.95,0.95,0.95,0.95
56580_G_1,Blue Breezes LLC,Onshore Wind,0.95,0.95,0.95,0.95
56581_G_1,Blue Breezes II LLC,Onshore Wind,0.95,0.95,0.95,0.95
56582_G_1,Breezy Bucks II LLC,Onshore Wind,0.95,0.95,0.95,0.95
56583_G_1,Salty Dog I LLC,Onshore Wind,0.95,0.95,0.95,0.95
56584_G_1,Salty Dog II LLC,Onshore Wind,0.95,0.95,0.95,0.95
56585_G_1,Wallys Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56586_G_1,Sunset Breeze LLC,Onshore Wind,0.95,0.95,0.95,0.95
56587_G_1,Minnesota Breeze LLC,Onshore Wind,0.95,0.95,0.95,0.95
56588_G_1,G Flow Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56589_G_1,Wolf Wind Enterprises LLC,Onshore Wind,0.95,0.95,0.95,0.95
56590_G_1,Green Acres Breeze LLC,Onshore Wind,0.95,0.95,0.95,0.95
56591_G_HBWP,Horseshoe Bend Wind Park,Onshore Wind,0.95,0.95,0.95,0.95
56592_G_CH1,Champion Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56593_G_RO1,Roscoe Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56594_G_MU1,Munnsville Wind Farm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56595_G_1,Breezy Bucks I LLC,Onshore Wind,0.95,0.95,0.95,0.95
56597_G_EP01,Elm Street Substation Generators,Combustion Turbine,0.90,0.90,0.92,0.91
56597_G_EP02,Elm Street Substation Generators,Combustion Turbine,0.90,0.90,0.92,0.91
56597_G_EP03,Elm Street Substation Generators,Combustion Turbine,0.90,0.90,0.92,0.91
56598_G_EP07,Walton Street Substation,Combustion Turbine,0.90,0.90,0.92,0.91
566_G_2,Millstone,Nuclear,0.86,0.86,0.91,0.88
566_G_3,Millstone,Nuclear,0.90,0.90,0.95,0.92
56600_G_EP11,Overall Road Station,Combustion Turbine,0.90,0.90,0.92,0.91
56600_G_EP12,Overall Road Station,Combustion Turbine,0.90,0.90,0.92,0.91
56600_G_EP13,Overall Road Station,Combustion Turbine,0.90,0.90,0.92,0.91
56600_G_EP14,Overall Road Station,Combustion Turbine,0.90,0.90,0.92,0.91
56603_G_SJC1,San Jacinto County Peaking Facility,Combustion Turbine,0.85,0.85,0.91,0.88
56603_G_SJC2,San Jacinto County Peaking Facility,Combustion Turbine,0.85,0.85,0.91,0.88
56604_G_HC1,Hardin County Peaking Facility,Combustion Turbine,0.85,0.85,0.91,0.88
56604_G_HC2,Hardin County Peaking Facility,Combustion Turbine,0.85,0.85,0.91,0.88
56605_G_GE15,"Langdon Renewables, LLC",Onshore Wind,0.95,0.95,0.95,0.95
56606_G_01,Culbertson Generation Station,Combustion Turbine,0.85,0.85,0.91,0.88
56607_G_ND1,Prairie Winds ND1,Onshore Wind,0.95,0.95,0.95,0.95
56608_G_SD1,Prairie Winds SD1,Onshore Wind,0.95,0.95,0.95,0.95
56608_G_SD2,Prairie Winds SD1,Onshore Wind,0.95,0.95,0.95,0.95
56608_G_SD3,Prairie Winds SD1,Onshore Wind,0.95,0.95,0.95,0.95
56610_G_01,Deer Creek Station,Combined Cycle,0.81,0.81,0.90,0.85
56610_G_02,Deer Creek Station,Combined Cycle,0.81,0.81,0.90,0.85
56613_G_1,Logan Wind Energy,Onshore Wind,0.95,0.95,0.95,0.95
56614_G_2,Old Trail Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56615_G_G100,Rancho Penasquitos,Hydro,0.72,0.72,0.81,0.76
56617_G_1,Fenton Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56618_G_1,Noble Clinton Windpark LLC,Onshore Wind,0.95,0.95,0.95,0.95
56619_G_1,Noble Ellenburg Windpark LLC,Onshore Wind,0.95,0.95,0.95,0.95
56620_G_1,Noble Bliss Windpark LLC,Onshore Wind,0.95,0.95,0.95,0.95
56621_G_1,Sleeping Bear LLC,Onshore Wind,0.95,0.95,0.95,0.95
56622_G_1,Providence Heights Wind LLC,Onshore Wind,0.95,0.95,0.95,0.95
56623_G_EH1,Elkhorn Valley Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56624_G_1,BC Energy LLC,Onshore Wind,0.95,0.95,0.95,0.95
56625_G_1,KC Energy LLC,Onshore Wind,0.95,0.95,0.95,0.95
56626_G_1,K&D Energy LLC,Onshore Wind,0.95,0.95,0.95,0.95
56627_G_1,KSS Turbines LLC,Onshore Wind,0.95,0.95,0.95,0.95
56628_G_1,Prairie Wind Power LLC,Onshore Wind,0.95,0.95,0.95,0.95
56629_G_10,Waterbury Generation,Combustion Turbine,0.85,0.85,0.91,0.88
56630_G_1,Taconite Ridge 1 Wind Energy Center,Onshore Wind,0.95,0.95,0.95,0.95
56633_G_1,Dutch Hill Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56634_G_1,Cohocton Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56635_G_1,Harvest,Onshore Wind,0.95,0.95,0.95,0.95
56636_G_1,Mountain Home,Onshore Wind,0.95,0.95,0.95,0.95
56637_G_1,Bennett Creek Windfarm LLC - Mountain Home,Onshore Wind,0.95,0.95,0.95,0.95
56638_G_GEN1,Buffalo Gap 3 Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56639_G_1,Midway Peaking LLC,Combustion Turbine,0.85,0.85,0.91,0.88
56639_G_2,Midway Peaking LLC,Combustion Turbine,0.85,0.85,0.91,0.88
56640_G_1,Camp Grove Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56644_G_1,Stanton Wind Energy LLC,Onshore Wind,0.95,0.95,0.95,0.95
56645_G_CL25,Osceola Windpower LLC,Onshore Wind,0.95,0.95,0.95,0.95
56647_G_1,Butler Ridge,Onshore Wind,0.95,0.95,0.95,0.95
56648_G_1,Majestic 1 Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56649_G_1,South Trent Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56650_G_1,Wessington Springs,Onshore Wind,0.95,0.95,0.95,0.95
56651_G_1,North Allegheny Windpower Project,Onshore Wind,0.95,0.95,0.95,0.95
56654_G_1,Hatchet Ridge Wind Project,Onshore Wind,0.95,0.95,0.95,0.95
56659_G_1,Michigan Wind 2,Onshore Wind,0.95,0.95,0.95,0.95
56661_G_1,Pattern Gulf Wind,Onshore Wind,0.95,0.95,0.95,0.95
56665_G_DR,Dempsey Ridge Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56666_G_1,Goodnoe Hills,Onshore Wind,0.95,0.95,0.95,0.95
56668_G_CGT,NIH Cogeneration Facility,Combustion Turbine,0.85,0.85,0.90,0.87
56669_G_TW1,Tatanka Wind Power LLC,Onshore Wind,0.95,0.95,0.95,0.95
56670_G_VW1,Velva Windfarm LLC,Onshore Wind,0.95,0.95,0.95,0.95
56673_G_WEC,Whirlwind Energy Center,Onshore Wind,0.95,0.95,0.95,0.95
56674_G_CGT1,Winchester Power Park,Combustion Turbine,0.85,0.85,0.90,0.87
56674_G_CGT2,Winchester Power Park,Combustion Turbine,0.85,0.85,0.90,0.87
56674_G_CGT3,Winchester Power Park,Combustion Turbine,0.85,0.85,0.90,0.87
56674_G_CGT4,Winchester Power Park,Combustion Turbine,0.85,0.85,0.90,0.87
56677_G_CCWF,Charles City Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56679_G_1,Benton County Wind Farm,Onshore Wind,0.95,0.95,0.95,0.95
56680_G_1,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_10,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_11,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_12,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_13,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_14,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_15,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_16,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_17,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_18,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_2,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_3,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_4,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_5,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_6,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_7,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_8,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56680_G_9,Wicomico,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_1,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_10,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_11,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_12,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_13,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_14,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_15,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_16,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_17,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_18,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_19,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_2,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_20,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_21,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_22,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_23,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_24,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_25,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_26,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_27,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_28,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_29,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_3,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_30,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_31,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_32,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_33,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_34,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_35,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_36,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_37,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_38,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_39,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_4,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_40,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_41,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_42,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_43,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_44,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_45,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_46,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_47,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_48,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_5,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_6,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_7,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_8,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56681_G_9,Amelia,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_10,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_11,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_12,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_13,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_14,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_15,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_16,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_17,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_18,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_19,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_2,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_20,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_21,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_22,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_23,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_24,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_25,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_26,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_27,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_28,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_29,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_3,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_30,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_31,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_32,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_33,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
56682_G_34,Brunswick Landfill Gas,Landfill Gas,0.90,0.90,0.90,0.90
